# trajectory
# s[mm] rx[mm] ry[mm] rz[mm] px py pz
-4.77949422759758e+02 -2.70324640946214e+00 +0.00000000000000e+00 -4.77754500934832e+02 +4.95976282187446e-02 +0.00000000000000e+00 +9.98769280302050e-01
-4.78049477735019e+02 -2.70820942456325e+00 +0.00000000000000e+00 -4.77854432744359e+02 +4.96081352193673e-02 +0.00000000000000e+00 +9.98768758482191e-01
-4.78149532710280e+02 -2.71317349094432e+00 +0.00000000000000e+00 -4.77954364501671e+02 +4.96186422145000e-02 +0.00000000000000e+00 +9.98768236551799e-01
-4.78249587685541e+02 -2.71813860860355e+00 +0.00000000000000e+00 -4.78054296206755e+02 +4.96291492041413e-02 +0.00000000000000e+00 +9.98767714510873e-01
-4.78349642660803e+02 -2.72310477753742e+00 +0.00000000000000e+00 -4.78154227859601e+02 +4.96396561882903e-02 +0.00000000000000e+00 +9.98767192359415e-01
-4.78449697636064e+02 -2.72807199774590e+00 +0.00000000000000e+00 -4.78254159460198e+02 +4.96501631669456e-02 +0.00000000000000e+00 +9.98766670097424e-01
-4.78549752611325e+02 -2.73304026923079e+00 +0.00000000000000e+00 -4.78354091008534e+02 +4.96606701401062e-02 +0.00000000000000e+00 +9.98766147724899e-01
-4.78649807586586e+02 -2.73800959199029e+00 +0.00000000000000e+00 -4.78454022504599e+02 +4.96711771077709e-02 +0.00000000000000e+00 +9.98765625241843e-01
-4.78749862561847e+02 -2.74297996602442e+00 +0.00000000000000e+00 -4.78553953948381e+02 +4.96816840699385e-02 +0.00000000000000e+00 +9.98765102648253e-01
-4.78849917537108e+02 -2.74795139133140e+00 +0.00000000000000e+00 -4.78653885339869e+02 +4.96921910266078e-02 +0.00000000000000e+00 +9.98764579944130e-01
-4.78949972512369e+02 -2.75292386791122e+00 +0.00000000000000e+00 -4.78753816679053e+02 +4.97026979777778e-02 +0.00000000000000e+00 +9.98764057129475e-01
-4.79050027487631e+02 -2.75789739576389e+00 +0.00000000000000e+00 -4.78853747965921e+02 +4.97132049234472e-02 +0.00000000000000e+00 +9.98763534204288e-01
-4.79150082462892e+02 -2.76287197488941e+00 +0.00000000000000e+00 -4.78953679200463e+02 +4.97237118636149e-02 +0.00000000000000e+00 +9.98763011168568e-01
-4.79250137438153e+02 -2.76784760528600e+00 +0.00000000000000e+00 -4.79053610382666e+02 +4.97342187982796e-02 +0.00000000000000e+00 +9.98762488022315e-01
-4.79350192413414e+02 -2.77282428695188e+00 +0.00000000000000e+00 -4.79153541512521e+02 +4.97447257274403e-02 +0.00000000000000e+00 +9.98761964765530e-01
-4.79450247388675e+02 -2.77780201988883e+00 +0.00000000000000e+00 -4.79253472590015e+02 +4.97552326510958e-02 +0.00000000000000e+00 +9.98761441398213e-01
-4.79550302363936e+02 -2.78278080409685e+00 +0.00000000000000e+00 -4.79353403615139e+02 +4.97657395692450e-02 +0.00000000000000e+00 +9.98760917920363e-01
-4.79650357339197e+02 -2.78776063957238e+00 +0.00000000000000e+00 -4.79453334587880e+02 +4.97762464818866e-02 +0.00000000000000e+00 +9.98760394331981e-01
-4.79750412314458e+02 -2.79274152631722e+00 +0.00000000000000e+00 -4.79553265508228e+02 +4.97867533890194e-02 +0.00000000000000e+00 +9.98759870633067e-01
-4.79850467289720e+02 -2.79772346432779e+00 +0.00000000000000e+00 -4.79653196376172e+02 +4.97972602906424e-02 +0.00000000000000e+00 +9.98759346823621e-01
-4.79950522264981e+02 -2.80270645360943e+00 +0.00000000000000e+00 -4.79753127191701e+02 +4.98077671867544e-02 +0.00000000000000e+00 +9.98758822903643e-01
-4.80050577240242e+02 -2.80769049415682e+00 +0.00000000000000e+00 -4.79853057954804e+02 +4.98182740773542e-02 +0.00000000000000e+00 +9.98758298873133e-01
-4.80150632215503e+02 -2.81267558596994e+00 +0.00000000000000e+00 -4.79952988665469e+02 +4.98287809624406e-02 +0.00000000000000e+00 +9.98757774732090e-01
-4.80250687190764e+02 -2.81766172904881e+00 +0.00000000000000e+00 -4.80052919323685e+02 +4.98392878420125e-02 +0.00000000000000e+00 +9.98757250480516e-01
-4.80350742166025e+02 -2.82264892339342e+00 +0.00000000000000e+00 -4.80152849929442e+02 +4.98497947160688e-02 +0.00000000000000e+00 +9.98756726118411e-01
-4.80450797141286e+02 -2.82763716900377e+00 +0.00000000000000e+00 -4.80252780482729e+02 +4.98603015846081e-02 +0.00000000000000e+00 +9.98756201645773e-01
-4.80550852116548e+02 -2.83262646587630e+00 +0.00000000000000e+00 -4.80352710983534e+02 +4.98708084476295e-02 +0.00000000000000e+00 +9.98755677062604e-01
-4.80650907091809e+02 -2.83761681401281e+00 +0.00000000000000e+00 -4.80452641431846e+02 +4.98813153051317e-02 +0.00000000000000e+00 +9.98755152368903e-01
-4.80750962067070e+02 -2.84260821341327e+00 +0.00000000000000e+00 -4.80552571827655e+02 +4.98918221571136e-02 +0.00000000000000e+00 +9.98754627564670e-01
-4.80851017042331e+02 -2.84760066407593e+00 +0.00000000000000e+00 -4.80652502170948e+02 +4.99023290035740e-02 +0.00000000000000e+00 +9.98754102649906e-01
-4.80951072017592e+02 -2.85259416600077e+00 +0.00000000000000e+00 -4.80752432461716e+02 +4.99128358445117e-02 +0.00000000000000e+00 +9.98753577624611e-01
-4.81051126992853e+02 -2.85758871918780e+00 +0.00000000000000e+00 -4.80852362699947e+02 +4.99233426799256e-02 +0.00000000000000e+00 +9.98753052488783e-01
-4.81151181968114e+02 -2.86258432363525e+00 +0.00000000000000e+00 -4.80952292885630e+02 +4.99338495098145e-02 +0.00000000000000e+00 +9.98752527242425e-01
-4.81251236943375e+02 -2.86758097934133e+00 +0.00000000000000e+00 -4.81052223018754e+02 +4.99443563341772e-02 +0.00000000000000e+00 +9.98752001885536e-01
-4.81351291918637e+02 -2.87257868630960e+00 +0.00000000000000e+00 -4.81152153099308e+02 +4.99548631530127e-02 +0.00000000000000e+00 +9.98751476418115e-01
-4.81451346893898e+02 -2.87757744453650e+00 +0.00000000000000e+00 -4.81252083127280e+02 +4.99653699663197e-02 +0.00000000000000e+00 +9.98750950840163e-01
-4.81551401869159e+02 -2.88257725402204e+00 +0.00000000000000e+00 -4.81352013102661e+02 +4.99758767740970e-02 +0.00000000000000e+00 +9.98750425151679e-01
-4.81651456844420e+02 -2.88757811476444e+00 +0.00000000000000e+00 -4.81451943025438e+02 +4.99863835763436e-02 +0.00000000000000e+00 +9.98749899352665e-01
-4.81751511819681e+02 -2.89258002676547e+00 +0.00000000000000e+00 -4.81551872895600e+02 +4.99968903730581e-02 +0.00000000000000e+00 +9.98749373443120e-01
-4.81851566794942e+02 -2.89758299002337e+00 +0.00000000000000e+00 -4.81651802713138e+02 +5.00073971642396e-02 +0.00000000000000e+00 +9.98748847423044e-01
-4.81951621770203e+02 -2.90258700453812e+00 +0.00000000000000e+00 -4.81751732478039e+02 +5.00179039498868e-02 +0.00000000000000e+00 +9.98748321292437e-01
-4.82051676745465e+02 -2.90759207030796e+00 +0.00000000000000e+00 -4.81851662190292e+02 +5.00284107299985e-02 +0.00000000000000e+00 +9.98747795051299e-01
-4.82151731720726e+02 -2.91259818733288e+00 +0.00000000000000e+00 -4.81951591849887e+02 +5.00389175045736e-02 +0.00000000000000e+00 +9.98747268699630e-01
-4.82251786695987e+02 -2.91760535561288e+00 +0.00000000000000e+00 -4.82051521456812e+02 +5.00494242736110e-02 +0.00000000000000e+00 +9.98746742237430e-01
-4.82351841671248e+02 -2.92261357514796e+00 +0.00000000000000e+00 -4.82151451011057e+02 +5.00599310371094e-02 +0.00000000000000e+00 +9.98746215664700e-01
-4.82451896646509e+02 -2.92762284593636e+00 +0.00000000000000e+00 -4.82251380512609e+02 +5.00704377950677e-02 +0.00000000000000e+00 +9.98745688981440e-01
-4.82551951621770e+02 -2.93263316797806e+00 +0.00000000000000e+00 -4.82351309961459e+02 +5.00809445474847e-02 +0.00000000000000e+00 +9.98745162187648e-01
-4.82652006597031e+02 -2.93764454127128e+00 +0.00000000000000e+00 -4.82451239357595e+02 +5.00914512943593e-02 +0.00000000000000e+00 +9.98744635283326e-01
-4.82752061572292e+02 -2.94265696581782e+00 +0.00000000000000e+00 -4.82551168701007e+02 +5.01019580356903e-02 +0.00000000000000e+00 +9.98744108268474e-01
-4.82852116547554e+02 -2.94767044161589e+00 +0.00000000000000e+00 -4.82651097991682e+02 +5.01124647714766e-02 +0.00000000000000e+00 +9.98743581143092e-01
-4.82952171522815e+02 -2.95268496866371e+00 +0.00000000000000e+00 -4.82751027229610e+02 +5.01229715017170e-02 +0.00000000000000e+00 +9.98743053907179e-01
-4.83052226498076e+02 -2.95770054696128e+00 +0.00000000000000e+00 -4.82850956414780e+02 +5.01334782264102e-02 +0.00000000000000e+00 +9.98742526560736e-01
-4.83152281473337e+02 -2.96271717651038e+00 +0.00000000000000e+00 -4.82950885547181e+02 +5.01439849455553e-02 +0.00000000000000e+00 +9.98741999103762e-01
-4.83252336448598e+02 -2.96773485730924e+00 +0.00000000000000e+00 -4.83050814626801e+02 +5.01544916591509e-02 +0.00000000000000e+00 +9.98741471536259e-01
-4.83352391423859e+02 -2.97275358935430e+00 +0.00000000000000e+00 -4.83150743653631e+02 +5.01649983671960e-02 +0.00000000000000e+00 +9.98740943858226e-01
-4.83452446399120e+02 -2.97777337264911e+00 +0.00000000000000e+00 -4.83250672627658e+02 +5.01755050696893e-02 +0.00000000000000e+00 +9.98740416069662e-01
-4.83552501374382e+02 -2.98279420719190e+00 +0.00000000000000e+00 -4.83350601548871e+02 +5.01860117666298e-02 +0.00000000000000e+00 +9.98739888170568e-01
-4.83652556349643e+02 -2.98781609298089e+00 +0.00000000000000e+00 -4.83450530417260e+02 +5.01965184580162e-02 +0.00000000000000e+00 +9.98739360160945e-01
-4.83752611324904e+02 -2.99283903001609e+00 +0.00000000000000e+00 -4.83550459232814e+02 +5.02070251438474e-02 +0.00000000000000e+00 +9.98738832040792e-01
-4.83852666300165e+02 -2.99786301829748e+00 +0.00000000000000e+00 -4.83650387995521e+02 +5.02175318241222e-02 +0.00000000000000e+00 +9.98738303810109e-01
-4.83952721275426e+02 -3.00288805782508e+00 +0.00000000000000e+00 -4.83750316705371e+02 +5.02280384988394e-02 +0.00000000000000e+00 +9.98737775468896e-01
-4.84052776250687e+02 -3.00791414859532e+00 +0.00000000000000e+00 -4.83850245362351e+02 +5.02385451679980e-02 +0.00000000000000e+00 +9.98737247017154e-01
-4.84152831225948e+02 -3.01294129061354e+00 +0.00000000000000e+00 -4.83950173966452e+02 +5.02490518315967e-02 +0.00000000000000e+00 +9.98736718454882e-01
-4.84252886201209e+02 -3.01796948387264e+00 +0.00000000000000e+00 -4.84050102517662e+02 +5.02595584896343e-02 +0.00000000000000e+00 +9.98736189782080e-01
-4.84352941176471e+02 -3.02299872837438e+00 +0.00000000000000e+00 -4.84150031015971e+02 +5.02700651421098e-02 +0.00000000000000e+00 +9.98735660998749e-01
-4.84452996151732e+02 -3.02802902412054e+00 +0.00000000000000e+00 -4.84249959461366e+02 +5.02805717890219e-02 +0.00000000000000e+00 +9.98735132104888e-01
-4.84553051126993e+02 -3.03306037110758e+00 +0.00000000000000e+00 -4.84349887853837e+02 +5.02910784303695e-02 +0.00000000000000e+00 +9.98734603100499e-01
-4.84653106102254e+02 -3.03809276933549e+00 +0.00000000000000e+00 -4.84449816193374e+02 +5.03015850661514e-02 +0.00000000000000e+00 +9.98734073985579e-01
-4.84753161077515e+02 -3.04312621880605e+00 +0.00000000000000e+00 -4.84549744479964e+02 +5.03120916963665e-02 +0.00000000000000e+00 +9.98733544760131e-01
-4.84853216052776e+02 -3.04816071951571e+00 +0.00000000000000e+00 -4.84649672713597e+02 +5.03225983210135e-02 +0.00000000000000e+00 +9.98733015424153e-01
-4.84953271028037e+02 -3.05319627146624e+00 +0.00000000000000e+00 -4.84749600894262e+02 +5.03331049400914e-02 +0.00000000000000e+00 +9.98732485977647e-01
-4.85053326003299e+02 -3.05823287465586e+00 +0.00000000000000e+00 -4.84849529021947e+02 +5.03436115535990e-02 +0.00000000000000e+00 +9.98731956420611e-01
-4.85153380978560e+02 -3.06327052908280e+00 +0.00000000000000e+00 -4.84949457096642e+02 +5.03541181615350e-02 +0.00000000000000e+00 +9.98731426753046e-01
-4.85253435953821e+02 -3.06830923474884e+00 +0.00000000000000e+00 -4.85049385118336e+02 +5.03646247638984e-02 +0.00000000000000e+00 +9.98730896974952e-01
-4.85353490929082e+02 -3.07334899165220e+00 +0.00000000000000e+00 -4.85149313087017e+02 +5.03751313606880e-02 +0.00000000000000e+00 +9.98730367086329e-01
-4.85453545904343e+02 -3.07838979979288e+00 +0.00000000000000e+00 -4.85249241002675e+02 +5.03856379519026e-02 +0.00000000000000e+00 +9.98729837087177e-01
-4.85553600879604e+02 -3.08343165916910e+00 +0.00000000000000e+00 -4.85349168865298e+02 +5.03961445375411e-02 +0.00000000000000e+00 +9.98729306977497e-01
-4.85653655854865e+02 -3.08847456978264e+00 +0.00000000000000e+00 -4.85449096674876e+02 +5.04066511176022e-02 +0.00000000000000e+00 +9.98728776757288e-01
-4.85753710830126e+02 -3.09351853163172e+00 +0.00000000000000e+00 -4.85549024431396e+02 +5.04171576920849e-02 +0.00000000000000e+00 +9.98728246426550e-01
-4.85853765805388e+02 -3.09856354471457e+00 +0.00000000000000e+00 -4.85648952134850e+02 +5.04276642609879e-02 +0.00000000000000e+00 +9.98727715985284e-01
-4.85953820780649e+02 -3.10360960903118e+00 +0.00000000000000e+00 -4.85748879785224e+02 +5.04381708243102e-02 +0.00000000000000e+00 +9.98727185433489e-01
-4.86053875755910e+02 -3.10865672458157e+00 +0.00000000000000e+00 -4.85848807382508e+02 +5.04486773820504e-02 +0.00000000000000e+00 +9.98726654771165e-01
-4.86153930731171e+02 -3.11370489136572e+00 +0.00000000000000e+00 -4.85948734926692e+02 +5.04591839342076e-02 +0.00000000000000e+00 +9.98726123998313e-01
-4.86253985706432e+02 -3.11875410938186e+00 +0.00000000000000e+00 -4.86048662417763e+02 +5.04696904807805e-02 +0.00000000000000e+00 +9.98725593114933e-01
-4.86354040681693e+02 -3.12380437862999e+00 +0.00000000000000e+00 -4.86148589855712e+02 +5.04801970217679e-02 +0.00000000000000e+00 +9.98725062121024e-01
-4.86454095656954e+02 -3.12885569911011e+00 +0.00000000000000e+00 -4.86248517240526e+02 +5.04907035571687e-02 +0.00000000000000e+00 +9.98724531016587e-01
-4.86554150632216e+02 -3.13390807082044e+00 +0.00000000000000e+00 -4.86348444572195e+02 +5.05012100869818e-02 +0.00000000000000e+00 +9.98723999801622e-01
-4.86654205607477e+02 -3.13896149376099e+00 +0.00000000000000e+00 -4.86448371850708e+02 +5.05117166112058e-02 +0.00000000000000e+00 +9.98723468476129e-01
-4.86754260582738e+02 -3.14401596793353e+00 +0.00000000000000e+00 -4.86548299076053e+02 +5.05222231298399e-02 +0.00000000000000e+00 +9.98722937040108e-01
-4.86854315557999e+02 -3.14907149333273e+00 +0.00000000000000e+00 -4.86648226248221e+02 +5.05327296428826e-02 +0.00000000000000e+00 +9.98722405493558e-01
-4.86954370533260e+02 -3.15412806996037e+00 +0.00000000000000e+00 -4.86748153367199e+02 +5.05432361503329e-02 +0.00000000000000e+00 +9.98721873836481e-01
-4.87054425508521e+02 -3.15918569781822e+00 +0.00000000000000e+00 -4.86848080432976e+02 +5.05537426521896e-02 +0.00000000000000e+00 +9.98721342068876e-01
-4.87154480483782e+02 -3.16424437690273e+00 +0.00000000000000e+00 -4.86948007445542e+02 +5.05642491484516e-02 +0.00000000000000e+00 +9.98720810190743e-01
-4.87254535459043e+02 -3.16930410721391e+00 +0.00000000000000e+00 -4.87047934404885e+02 +5.05747556391177e-02 +0.00000000000000e+00 +9.98720278202082e-01
-4.87354590434305e+02 -3.17436488874996e+00 +0.00000000000000e+00 -4.87147861310995e+02 +5.05852621241867e-02 +0.00000000000000e+00 +9.98719746102893e-01
-4.87454645409566e+02 -3.17942672151269e+00 +0.00000000000000e+00 -4.87247788163860e+02 +5.05957686036574e-02 +0.00000000000000e+00 +9.98719213893177e-01
-4.87554700384827e+02 -3.18448960550207e+00 +0.00000000000000e+00 -4.87347714963469e+02 +5.06062750775288e-02 +0.00000000000000e+00 +9.98718681572933e-01
-4.87654755360088e+02 -3.18955354071456e+00 +0.00000000000000e+00 -4.87447641709811e+02 +5.06167815457996e-02 +0.00000000000000e+00 +9.98718149142162e-01
-4.87754810335349e+02 -3.19461852715193e+00 +0.00000000000000e+00 -4.87547568402876e+02 +5.06272880084686e-02 +0.00000000000000e+00 +9.98717616600863e-01
-4.87854865310610e+02 -3.19968456481419e+00 +0.00000000000000e+00 -4.87647495042651e+02 +5.06377944655348e-02 +0.00000000000000e+00 +9.98717083949036e-01
-4.87954920285871e+02 -3.20475165369779e+00 +0.00000000000000e+00 -4.87747421629127e+02 +5.06483009169969e-02 +0.00000000000000e+00 +9.98716551186682e-01
-4.88054975261132e+02 -3.20981979380271e+00 +0.00000000000000e+00 -4.87847348162291e+02 +5.06588073628538e-02 +0.00000000000000e+00 +9.98716018313801e-01
-4.88155030236394e+02 -3.21488898513074e+00 +0.00000000000000e+00 -4.87947274642134e+02 +5.06693138031043e-02 +0.00000000000000e+00 +9.98715485330393e-01
-4.88255085211655e+02 -3.21995922768189e+00 +0.00000000000000e+00 -4.88047201068643e+02 +5.06798202377473e-02 +0.00000000000000e+00 +9.98714952236458e-01
-4.88355140186916e+02 -3.22503052145258e+00 +0.00000000000000e+00 -4.88147127441808e+02 +5.06903266667816e-02 +0.00000000000000e+00 +9.98714419031995e-01
-4.88455195162177e+02 -3.23010286644284e+00 +0.00000000000000e+00 -4.88247053761618e+02 +5.07008330902060e-02 +0.00000000000000e+00 +9.98713885717005e-01
-4.88555250137438e+02 -3.23517626265265e+00 +0.00000000000000e+00 -4.88346980028061e+02 +5.07113395080194e-02 +0.00000000000000e+00 +9.98713352291488e-01
-4.88655305112699e+02 -3.24025071008201e+00 +0.00000000000000e+00 -4.88446906241127e+02 +5.07218459202206e-02 +0.00000000000000e+00 +9.98712818755445e-01
-4.88755360087960e+02 -3.24532620873093e+00 +0.00000000000000e+00 -4.88546832400804e+02 +5.07323523268084e-02 +0.00000000000000e+00 +9.98712285108874e-01
-4.88855415063222e+02 -3.25040275859586e+00 +0.00000000000000e+00 -4.88646758507082e+02 +5.07428587277818e-02 +0.00000000000000e+00 +9.98711751351776e-01
-4.88955470038483e+02 -3.25548035968034e+00 +0.00000000000000e+00 -4.88746684559950e+02 +5.07533651231394e-02 +0.00000000000000e+00 +9.98711217484152e-01
-4.89055525013744e+02 -3.26055901197904e+00 +0.00000000000000e+00 -4.88846610559395e+02 +5.07638715128802e-02 +0.00000000000000e+00 +9.98710683506001e-01
-4.89155579989005e+02 -3.26563871549553e+00 +0.00000000000000e+00 -4.88946536505408e+02 +5.07743778970030e-02 +0.00000000000000e+00 +9.98710149417323e-01
-4.89255634964266e+02 -3.27071947022802e+00 +0.00000000000000e+00 -4.89046462397978e+02 +5.07848842755067e-02 +0.00000000000000e+00 +9.98709615218119e-01
-4.89355689939527e+02 -3.27580127617651e+00 +0.00000000000000e+00 -4.89146388237092e+02 +5.07953906483900e-02 +0.00000000000000e+00 +9.98709080908388e-01
-4.89455744914788e+02 -3.28088413333745e+00 +0.00000000000000e+00 -4.89246314022741e+02 +5.08058970156518e-02 +0.00000000000000e+00 +9.98708546488131e-01
-4.89555799890050e+02 -3.28596804171262e+00 +0.00000000000000e+00 -4.89346239754912e+02 +5.08164033772909e-02 +0.00000000000000e+00 +9.98708011957347e-01
-4.89655854865311e+02 -3.29105300130380e+00 +0.00000000000000e+00 -4.89446165433596e+02 +5.08269097333062e-02 +0.00000000000000e+00 +9.98707477316037e-01
-4.89755909840572e+02 -3.29613901210564e+00 +0.00000000000000e+00 -4.89546091058781e+02 +5.08374160836966e-02 +0.00000000000000e+00 +9.98706942564200e-01
-4.89855964815833e+02 -3.30122607411994e+00 +0.00000000000000e+00 -4.89646016630455e+02 +5.08479224284608e-02 +0.00000000000000e+00 +9.98706407701838e-01
-4.89956019791094e+02 -3.30631418734669e+00 +0.00000000000000e+00 -4.89745942148608e+02 +5.08584287675977e-02 +0.00000000000000e+00 +9.98705872728949e-01
-4.90056074766355e+02 -3.31140335178411e+00 +0.00000000000000e+00 -4.89845867613229e+02 +5.08689351011061e-02 +0.00000000000000e+00 +9.98705337645534e-01
-4.90156129741616e+02 -3.31649356743221e+00 +0.00000000000000e+00 -4.89945793024307e+02 +5.08794414289849e-02 +0.00000000000000e+00 +9.98704802451593e-01
-4.90256184716877e+02 -3.32158483429098e+00 +0.00000000000000e+00 -4.90045718381831e+02 +5.08899477512329e-02 +0.00000000000000e+00 +9.98704267147125e-01
-4.90356239692139e+02 -3.32667715235864e+00 +0.00000000000000e+00 -4.90145643685789e+02 +5.09004540678490e-02 +0.00000000000000e+00 +9.98703731732132e-01
-4.90456294667400e+02 -3.33177052163521e+00 +0.00000000000000e+00 -4.90245568936170e+02 +5.09109603788319e-02 +0.00000000000000e+00 +9.98703196206613e-01
-4.90556349642661e+02 -3.33686494212067e+00 +0.00000000000000e+00 -4.90345494132964e+02 +5.09214666841805e-02 +0.00000000000000e+00 +9.98702660570568e-01
