fieldmap_name:		BD-006
timestamp:		2017-04-03_13-38-03
filename:		2017-04-03_BD-006_Model09_Hall_I=991.63A_8.dat
nr_magnets:		1

magnet_name:		BD-006
gap[mm]:		28
control_gap[mm]:	--
magnet_length[mm]:	1206
current_main[A]:	991.63
NI_main[A.esp]:		11899.56
center_pos_z[mm]:	0
center_pos_x[mm]:	0
rotation[deg]:		0

X[mm]	Y[mm]	Z[mm]	Bx, By, Bz [T]
-30.000	0.000	-737.500	1.2567979275e-04, -5.4851243827e-03, -3.6541963235e-04
-28.000	0.000	-737.500	1.2508045780e-04, -5.5533802978e-03, -3.6862414210e-04
-26.000	0.000	-737.500	1.2434897137e-04, -5.6165124695e-03, -3.7155281594e-04
-24.000	0.000	-737.500	1.2332526262e-04, -5.6774495470e-03, -3.7275797818e-04
-22.000	0.000	-737.500	1.2178597691e-04, -5.7332517383e-03, -3.7590139676e-04
-20.000	0.000	-737.500	1.2318566597e-04, -5.7860212825e-03, -3.7857274717e-04
-18.000	0.000	-737.500	1.2173758341e-04, -5.8346959176e-03, -3.8071649199e-04
-16.000	0.000	-737.500	1.2106938079e-04, -5.8787593692e-03, -3.8230486251e-04
-14.000	0.000	-737.500	1.2226432809e-04, -5.9189526209e-03, -3.8477257568e-04
-12.000	0.000	-737.500	1.2262914067e-04, -5.9539701302e-03, -3.8633873122e-04
-10.000	0.000	-737.500	1.2285621788e-04, -5.9849762998e-03, -3.8758647216e-04
-8.000	0.000	-737.500	1.2390970725e-04, -6.0117204211e-03, -3.8946178607e-04
-6.000	0.000	-737.500	1.2402324586e-04, -6.0325181029e-03, -3.9140559614e-04
-4.000	0.000	-737.500	1.2433408106e-04, -6.0505282750e-03, -3.9181842438e-04
-2.000	0.000	-737.500	1.2516235450e-04, -6.0619735926e-03, -3.9323277761e-04
0.000	0.000	-737.500	1.2528333827e-04, -6.0704754041e-03, -3.9333459623e-04
2.000	0.000	-737.500	1.2617303423e-04, -6.0730994888e-03, -3.9335125746e-04
4.000	0.000	-737.500	1.2588267321e-04, -6.0715450947e-03, -3.9471562701e-04
6.000	0.000	-737.500	1.2648945330e-04, -6.0650248107e-03, -3.9471377576e-04
8.000	0.000	-737.500	1.2682820784e-04, -6.0545730424e-03, -3.9431020377e-04
10.000	0.000	-737.500	1.2640383403e-04, -6.0391683840e-03, -3.9263667586e-04
12.000	0.000	-737.500	1.2688032392e-04, -6.0190225450e-03, -3.9180361440e-04
14.000	0.000	-737.500	1.2637777598e-04, -5.9956954907e-03, -3.9052255100e-04
16.000	0.000	-737.500	1.2637591470e-04, -5.9676996829e-03, -3.8859910465e-04
18.000	0.000	-737.500	1.2513815775e-04, -5.9352189745e-03, -3.8707737905e-04
20.000	0.000	-737.500	1.2314657891e-04, -5.8994103399e-03, -3.8538348741e-04
22.000	0.000	-737.500	1.2183064784e-04, -5.8589218090e-03, -3.8200125789e-04
24.000	0.000	-737.500	1.1952078864e-04, -5.8148360722e-03, -3.7938544491e-04
26.000	0.000	-737.500	1.1551901807e-04, -5.7680668235e-03, -3.7550337851e-04
28.000	0.000	-737.500	1.1260982392e-04, -5.7168721014e-03, -3.7280981312e-04
30.000	0.000	-737.500	1.0780397666e-04, -5.6618647496e-03, -3.6957753466e-04
32.000	0.000	-737.500	1.0399950268e-04, -5.6053030037e-03, -3.6558439339e-04
34.000	0.000	-737.500	9.8882820215e-05, -5.5444810666e-03, -3.6093776170e-04
36.000	0.000	-737.500	9.1906710397e-05, -5.4808771911e-03, -3.5641516360e-04
38.000	0.000	-737.500	8.5555993562e-05, -5.4154013571e-03, -3.5132238121e-04
40.000	0.000	-737.500	7.7723690971e-05, -5.3474110075e-03, -3.4655726966e-04
42.000	0.000	-737.500	6.9628946682e-05, -5.2764697233e-03, -3.4135341241e-04
44.000	0.000	-737.500	6.1528618527e-05, -5.2036249098e-03, -3.3548680848e-04
46.000	0.000	-737.500	5.1779188638e-05, -5.1288041402e-03, -3.3044030729e-04
48.000	0.000	-737.500	4.1207069170e-05, -5.0529452507e-03, -3.2465145577e-04
50.000	0.000	-737.500	2.9652189302e-05, -4.9735820104e-03, -3.1929394496e-04
-50.000	0.000	-735.500	1.4427220496e-04, -4.9563666778e-03, -3.5977332690e-04
-48.000	0.000	-735.500	1.4176877174e-04, -5.0582119911e-03, -3.6334068120e-04
-46.000	0.000	-735.500	1.4065758242e-04, -5.1588297602e-03, -3.6613791645e-04
-44.000	0.000	-735.500	1.3803316544e-04, -5.2584168378e-03, -3.6938870739e-04
-42.000	0.000	-735.500	1.3620165742e-04, -5.3539814332e-03, -3.7275427569e-04
-40.000	0.000	-735.500	1.3400347554e-04, -5.4467975182e-03, -3.7605319907e-04
-38.000	0.000	-735.500	1.3281597339e-04, -5.5374426512e-03, -3.7905407157e-04
-36.000	0.000	-735.500	1.3219430298e-04, -5.6244441508e-03, -3.8208826653e-04
-34.000	0.000	-735.500	1.3164894541e-04, -5.7097631162e-03, -3.8619803640e-04
-32.000	0.000	-735.500	1.3011338228e-04, -5.7898004845e-03, -3.8901933787e-04
-30.000	0.000	-735.500	1.2960897306e-04, -5.8663966433e-03, -3.9168883704e-04
-28.000	0.000	-735.500	1.2961083435e-04, -5.9399322986e-03, -3.9510438902e-04
-26.000	0.000	-735.500	1.2906547678e-04, -6.0085169207e-03, -3.9864212336e-04
-24.000	0.000	-735.500	1.2844939024e-04, -6.0742806055e-03, -4.0055446222e-04
-22.000	0.000	-735.500	1.2764903612e-04, -6.1347236939e-03, -4.0416069271e-04
-20.000	0.000	-735.500	1.2925905080e-04, -6.1918685697e-03, -4.0713749899e-04
-18.000	0.000	-735.500	1.2853873209e-04, -6.2443298351e-03, -4.0968481581e-04
-16.000	0.000	-735.500	1.2819997756e-04, -6.2918159251e-03, -4.1189705680e-04
-14.000	0.000	-735.500	1.2991608569e-04, -6.3351829635e-03, -4.1458506844e-04
-12.000	0.000	-735.500	1.3116873294e-04, -6.3728152720e-03, -4.1652147352e-04
-10.000	0.000	-735.500	1.3233017705e-04, -6.4060351069e-03, -4.1796914922e-04
-8.000	0.000	-735.500	1.3347300827e-04, -6.4346047591e-03, -4.2007031534e-04
-6.000	0.000	-735.500	1.3359771461e-04, -6.4569196929e-03, -4.2222516765e-04
-4.000	0.000	-735.500	1.3426963981e-04, -6.4761481238e-03, -4.2305452661e-04
-2.000	0.000	-735.500	1.3625005092e-04, -6.4880335745e-03, -4.2441334242e-04
0.000	0.000	-735.500	1.3663719896e-04, -6.4964035318e-03, -4.2485579062e-04
2.000	0.000	-735.500	1.3821743301e-04, -6.4988679057e-03, -4.2516865147e-04
4.000	0.000	-735.500	1.3860830363e-04, -6.4968919495e-03, -4.2614425901e-04
6.000	0.000	-735.500	1.3976788645e-04, -6.4893354028e-03, -4.2653487227e-04
8.000	0.000	-735.500	1.4084371128e-04, -6.4772976697e-03, -4.2606095286e-04
10.000	0.000	-735.500	1.4114337875e-04, -6.4600526235e-03, -4.2457254972e-04
12.000	0.000	-735.500	1.4180599751e-04, -6.4373996972e-03, -4.2324705637e-04
14.000	0.000	-735.500	1.4200329411e-04, -6.4114522725e-03, -4.2206781160e-04
16.000	0.000	-735.500	1.4227690354e-04, -6.3802083938e-03, -4.1981299191e-04
18.000	0.000	-735.500	1.4158450416e-04, -6.3447396088e-03, -4.1804505037e-04
20.000	0.000	-735.500	1.3991492825e-04, -6.3050459175e-03, -4.1592907426e-04
22.000	0.000	-735.500	1.3867158744e-04, -6.2606779012e-03, -4.1280046567e-04
24.000	0.000	-735.500	1.3632077989e-04, -6.2121332633e-03, -4.0966074959e-04
26.000	0.000	-735.500	1.3292951199e-04, -6.1607509739e-03, -4.0531587127e-04
28.000	0.000	-735.500	1.3029951115e-04, -6.1044882214e-03, -4.0252233851e-04
30.000	0.000	-735.500	1.2579147006e-04, -6.0443552690e-03, -3.9870876827e-04
32.000	0.000	-735.500	1.2214334433e-04, -5.9822853595e-03, -3.9382517687e-04
34.000	0.000	-735.500	1.1711228114e-04, -5.9158809747e-03, -3.8914892521e-04
36.000	0.000	-735.500	1.1012128101e-04, -5.8461709489e-03, -3.8418573016e-04
38.000	0.000	-735.500	1.0359001918e-04, -5.7743178277e-03, -3.7820990262e-04
40.000	0.000	-735.500	9.5930816434e-05, -5.7002306133e-03, -3.7259877088e-04
42.000	0.000	-735.500	8.7365166119e-05, -5.6229696120e-03, -3.6701725910e-04
44.000	0.000	-735.500	7.8834880288e-05, -5.5432219516e-03, -3.6085630680e-04
46.000	0.000	-735.500	6.8685273342e-05, -5.4615949044e-03, -3.5455095717e-04
48.000	0.000	-735.500	5.7794873518e-05, -5.3788888810e-03, -3.4812342520e-04
50.000	0.000	-735.500	4.6022222878e-05, -5.2929496436e-03, -3.4202356407e-04
-50.000	0.000	-733.500	1.4499810753e-04, -5.2920340925e-03, -3.8240482989e-04
-48.000	0.000	-733.500	1.4259890647e-04, -5.4023552178e-03, -3.8678303067e-04
-46.000	0.000	-733.500	1.4177063303e-04, -5.5113299445e-03, -3.9028559129e-04
-44.000	0.000	-733.500	1.3959292532e-04, -5.6186722787e-03, -3.9416580645e-04
-42.000	0.000	-733.500	1.3780981080e-04, -5.7226068314e-03, -3.9791458301e-04
-40.000	0.000	-733.500	1.3598202536e-04, -5.8227138975e-03, -4.0192808800e-04
-38.000	0.000	-733.500	1.3513886161e-04, -5.9211959997e-03, -4.0546952483e-04
-36.000	0.000	-733.500	1.3455441697e-04, -6.0151152030e-03, -4.0922940888e-04
-34.000	0.000	-733.500	1.3493970372e-04, -6.1073537293e-03, -4.1379828818e-04
-32.000	0.000	-733.500	1.3392716270e-04, -6.1938426688e-03, -4.1713793900e-04
-30.000	0.000	-733.500	1.3379501121e-04, -6.2769071128e-03, -4.2042575490e-04
-28.000	0.000	-733.500	1.3409095610e-04, -6.3562573534e-03, -4.2421155642e-04
-26.000	0.000	-733.500	1.3401464327e-04, -6.4307791297e-03, -4.2860826968e-04
-24.000	0.000	-733.500	1.3424544306e-04, -6.5017408420e-03, -4.3108709033e-04
-22.000	0.000	-733.500	1.3415051734e-04, -6.5670811076e-03, -4.3513576903e-04
-20.000	0.000	-733.500	1.3589640608e-04, -6.6290154486e-03, -4.3837730373e-04
-18.000	0.000	-733.500	1.3593921572e-04, -6.6851129191e-03, -4.4133744878e-04
-16.000	0.000	-733.500	1.3592246412e-04, -6.7368053444e-03, -4.4445124739e-04
-14.000	0.000	-733.500	1.3834213935e-04, -6.7838104451e-03, -4.4715777151e-04
-12.000	0.000	-733.500	1.4000240882e-04, -6.8244494011e-03, -4.4941444244e-04
-10.000	0.000	-733.500	1.4189906194e-04, -6.8596377638e-03, -4.5118423523e-04
-8.000	0.000	-733.500	1.4342159605e-04, -6.8901908007e-03, -4.5385558564e-04
-6.000	0.000	-733.500	1.4421636630e-04, -6.9142458387e-03, -4.5593268555e-04
-4.000	0.000	-733.500	1.4564397468e-04, -6.9347259561e-03, -4.5737295625e-04
-2.000	0.000	-733.500	1.4845452053e-04, -6.9471202527e-03, -4.5872992081e-04
0.000	0.000	-733.500	1.4891425882e-04, -6.9552896430e-03, -4.5912793906e-04
2.000	0.000	-733.500	1.5133207276e-04, -6.9577670166e-03, -4.5955742852e-04
4.000	0.000	-733.500	1.5283041012e-04, -6.9551225038e-03, -4.6066077215e-04
6.000	0.000	-733.500	1.5427663139e-04, -6.9465241230e-03, -4.6127168388e-04
8.000	0.000	-733.500	1.5591828797e-04, -6.9327314289e-03, -4.6079961572e-04
10.000	0.000	-733.500	1.5709648368e-04, -6.9132931456e-03, -4.5916866651e-04
12.000	0.000	-733.500	1.5806621506e-04, -6.8881944163e-03, -4.5790426434e-04
14.000	0.000	-733.500	1.5885726273e-04, -6.8592440582e-03, -4.5672687081e-04
16.000	0.000	-733.500	1.5972276195e-04, -6.8246072548e-03, -4.5401849544e-04
18.000	0.000	-733.500	1.5905828190e-04, -6.7853072690e-03, -4.5214688403e-04
20.000	0.000	-733.500	1.5812949887e-04, -6.7414703838e-03, -4.4986429563e-04
22.000	0.000	-733.500	1.5747432527e-04, -6.6928607473e-03, -4.4623770141e-04
24.000	0.000	-733.500	1.5527242081e-04, -6.6395415010e-03, -4.4259444596e-04
26.000	0.000	-733.500	1.5197980121e-04, -6.5831450371e-03, -4.3823290641e-04
28.000	0.000	-733.500	1.4908921995e-04, -6.5213351219e-03, -4.3493953677e-04
30.000	0.000	-733.500	1.4535733623e-04, -6.4552408730e-03, -4.3062057591e-04
32.000	0.000	-733.500	1.4171665566e-04, -6.3871985245e-03, -4.2515939524e-04
34.000	0.000	-733.500	1.3703923731e-04, -6.3145227073e-03, -4.1991295929e-04
36.000	0.000	-733.500	1.3004637589e-04, -6.2383295396e-03, -4.1435921622e-04
38.000	0.000	-733.500	1.2325081107e-04, -6.1596738550e-03, -4.0764659211e-04
40.000	0.000	-733.500	1.1565489214e-04, -6.0786262234e-03, -4.0135605247e-04
42.000	0.000	-733.500	1.0679515822e-04, -5.9944456613e-03, -3.9511549651e-04
44.000	0.000	-733.500	9.7663676157e-05, -5.9072398806e-03, -3.8822700386e-04
46.000	0.000	-733.500	8.7059914782e-05, -5.8181695697e-03, -3.8109784902e-04
48.000	0.000	-733.500	7.6383563151e-05, -5.7276952900e-03, -3.7379282564e-04
50.000	0.000	-733.500	6.3912929273e-05, -5.6343796448e-03, -3.6733937620e-04
-50.000	0.000	-731.500	1.4526427180e-04, -5.6523545319e-03, -4.0697829169e-04
-48.000	0.000	-731.500	1.4308470280e-04, -5.7718850245e-03, -4.1232654626e-04
-46.000	0.000	-731.500	1.4266219028e-04, -5.8898184097e-03, -4.1654739099e-04
-44.000	0.000	-731.500	1.4063896953e-04, -6.0059392636e-03, -4.2083117814e-04
-42.000	0.000	-731.500	1.3903826130e-04, -6.1187526194e-03, -4.2549447107e-04
-40.000	0.000	-731.500	1.3792707199e-04, -6.2271293593e-03, -4.3021515267e-04
-38.000	0.000	-731.500	1.3743941436e-04, -6.3336619973e-03, -4.3424161639e-04
-36.000	0.000	-731.500	1.3724770163e-04, -6.4355444526e-03, -4.3895119051e-04
-34.000	0.000	-731.500	1.3827513296e-04, -6.5351241018e-03, -4.4406618787e-04
-32.000	0.000	-731.500	1.3742638534e-04, -6.6285437448e-03, -4.4821113144e-04
-30.000	0.000	-731.500	1.3817834595e-04, -6.7188527425e-03, -4.5208764410e-04
-28.000	0.000	-731.500	1.3878698734e-04, -6.8047214100e-03, -4.5655470477e-04
-26.000	0.000	-731.500	1.3962456723e-04, -6.8854106209e-03, -4.6126242764e-04
-24.000	0.000	-731.500	1.4012525387e-04, -6.9627273352e-03, -4.6449285486e-04
-22.000	0.000	-731.500	1.4081206938e-04, -7.0330464904e-03, -4.6895436179e-04
-20.000	0.000	-731.500	1.4304003188e-04, -7.0999838634e-03, -4.7277163452e-04
-18.000	0.000	-731.500	1.4381805053e-04, -7.1607853724e-03, -4.7603723544e-04
-16.000	0.000	-731.500	1.4443227578e-04, -7.2166581336e-03, -4.7987302065e-04
-14.000	0.000	-731.500	1.4711439271e-04, -7.2673124390e-03, -4.8312010909e-04
-12.000	0.000	-731.500	1.4972950324e-04, -7.3110193271e-03, -4.8551192111e-04
-10.000	0.000	-731.500	1.5186067874e-04, -7.3491437675e-03, -4.8802221297e-04
-8.000	0.000	-731.500	1.5446462154e-04, -7.3814851933e-03, -4.9081019199e-04
-6.000	0.000	-731.500	1.5580847194e-04, -7.4075811861e-03, -4.9308167290e-04
-4.000	0.000	-731.500	1.5808668923e-04, -7.4286072913e-03, -4.9482739947e-04
-2.000	0.000	-731.500	1.6150029260e-04, -7.4419097107e-03, -4.9628803390e-04
0.000	0.000	-731.500	1.6287392361e-04, -7.4502220978e-03, -4.9686377193e-04
2.000	0.000	-731.500	1.6594504986e-04, -7.4527161854e-03, -4.9742099748e-04
4.000	0.000	-731.500	1.6819348654e-04, -7.4493121180e-03, -4.9879277202e-04
6.000	0.000	-731.500	1.7025207177e-04, -7.4393097683e-03, -4.9938146878e-04
8.000	0.000	-731.500	1.7254145680e-04, -7.4237825412e-03, -4.9881683824e-04
10.000	0.000	-731.500	1.7426128750e-04, -7.4017331729e-03, -4.9686377193e-04
12.000	0.000	-731.500	1.7553068635e-04, -7.3740103590e-03, -4.9572710585e-04
14.000	0.000	-731.500	1.7735288793e-04, -7.3419344988e-03, -4.9436643880e-04
16.000	0.000	-731.500	1.7850130302e-04, -7.3038899137e-03, -4.9173026209e-04
18.000	0.000	-731.500	1.7805459375e-04, -7.2598840323e-03, -4.8929587138e-04
20.000	0.000	-731.500	1.7816254849e-04, -7.2118519544e-03, -4.8703549795e-04
22.000	0.000	-731.500	1.7784799071e-04, -7.1582745709e-03, -4.8319786150e-04
24.000	0.000	-731.500	1.7604067944e-04, -7.0996217285e-03, -4.7914733156e-04
26.000	0.000	-731.500	1.7282623396e-04, -7.0377561002e-03, -4.7437851751e-04
28.000	0.000	-731.500	1.7032652332e-04, -6.9696153253e-03, -4.7037241752e-04
30.000	0.000	-731.500	1.6671934594e-04, -6.8973109285e-03, -4.6549623111e-04
32.000	0.000	-731.500	1.6341555860e-04, -6.8223100200e-03, -4.5968331337e-04
